neighborhood,postal_code,declared_transaction_value,reference_property_value,reference_value_proportional,tax_base_value,transaction_date,transaction_type,built_area_sqm,property_use_description,transferred_share_percentage,source,bucket_start
,8070080.0,375000.0,490832.0,490832.0,490832.0,2025-04-15 00:00:00,1.Compra e venda,200,RESIDÊNCIA,100.0,ABR-2025,200
,4312130.0,200000.0,199129.0,199129.0,200000.0,2025-04-18 00:00:00,1.Compra e venda,65,RESIDÊNCIA,100.0,ABR-2025,0
,5835003.0,348000.0,1102485.0,3197.2065,348000.0,2025-04-14 00:00:00,1.Compra e venda,300,RESIDÊNCIA,0.29,ABR-2025,300
,2976100.0,200000.0,363789.0,363789.0,363789.0,2025-04-11 00:00:00,1.Compra e venda,105,RESIDÊNCIA,100.0,ABR-2025,100
JACANA,2316000.0,336000.0,657766.0,2039.0746,336000.0,2025-04-11 00:00:00,1.Compra e venda,175,RESIDÊNCIA,0.31,ABR-2025,100
,1128020.0,503500.0,476312.0,476312.0,503500.0,2025-04-10 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,ABR-2025,100
LIMAO,2724000.0,820000.0,623822.0,623822.0,820000.0,2025-04-15 00:00:00,1.Compra e venda,187,RESIDÊNCIA,100.0,ABR-2025,100
JARDIM SAO PAULO,2043081.0,2600000.0,2237451.0,2237451.0,2600000.0,2025-04-15 00:00:00,1.Compra e venda,340,RESIDÊNCIA,100.0,ABR-2025,300
PERUS,5202120.0,190000.0,210326.0,210326.0,210326.0,2025-04-11 00:00:00,1.Compra e venda,114,RESIDÊNCIA,100.0,ABR-2025,100
VILA MORSE,5624090.0,630000.0,464382.0,464382.0,630000.0,2025-04-16 00:00:00,1.Compra e venda,106,RESIDÊNCIA,100.0,ABR-2025,100
,1246020.0,1047037.5,2220982.0,1260407.285,1260407.29,2025-04-15 00:00:00,1.Compra e venda,340,RESIDÊNCIA,56.75,ABR-2025,300
,1246020.0,797962.5,2220982.0,960574.715,960574.72,2025-04-15 00:00:00,1.Compra e venda,340,RESIDÊNCIA,43.25,ABR-2025,300
SITIO DA CASA PINTADA,8040740.0,500000.0,469782.0,469782.0,500000.0,2025-04-15 00:00:00,1.Compra e venda,148,RESIDÊNCIA,100.0,ABR-2025,100
,4546002.0,363387.33,1840735.0,184.0735,363387.33,2025-04-11 00:00:00,1.Compra e venda,250,RESIDÊNCIA,0.01,ABR-2025,200
VL RAMOS,2760150.0,530000.0,301451.0,301451.0,530000.0,2025-04-11 00:00:00,1.Compra e venda,111,RESIDÊNCIA,100.0,ABR-2025,100
CITY JARAGUA,2998020.0,445000.0,185305.0,185305.0,445000.0,2025-04-11 00:00:00,1.Compra e venda,73,RESIDÊNCIA,100.0,ABR-2025,0
VILA ANTONIETA,3474020.0,570000.0,452556.0,452556.0,570000.0,2025-04-09 00:00:00,1.Compra e venda,174,RESIDÊNCIA,100.0,ABR-2025,100
,4546002.0,373290.47,1840735.0,184.0735,373290.47,2025-04-11 00:00:00,1.Compra e venda,250,RESIDÊNCIA,0.01,ABR-2025,200
VL MATILDE,3521020.0,430000.0,201695.0,201695.0,430000.0,2025-04-18 00:00:00,1.Compra e venda,46,RESIDÊNCIA,100.0,ABR-2025,0
,5594060.0,820000.0,0.0,0.0,820000.0,2025-04-14 00:00:00,1.Compra e venda,166,RESIDÊNCIA,100.0,ABR-2025,100
JD REGIS,4815030.0,395000.0,182194.0,182194.0,395000.0,2025-04-11 00:00:00,1.Compra e venda,65,RESIDÊNCIA,100.0,ABR-2025,0
VILLAS NOVA TATUAPE 2,3422001.0,600000.0,280932.0,280932.0,600000.0,2025-04-04 00:00:00,1.Compra e venda,72,RESIDÊNCIA,100.0,ABR-2025,0
VILA FRANCOS,2881000.0,510000.0,308859.0,308859.0,510000.0,2025-03-31 00:00:00,1.Compra e venda,88,RESIDÊNCIA,100.0,ABR-2025,0
JARDIM PENHA,3757020.0,405000.0,382341.0,382341.0,405000.0,2025-04-15 00:00:00,1.Compra e venda,146,RESIDÊNCIA,100.0,ABR-2025,100
INDIANOPOLIS,4090013.0,2000000.0,2346643.0,2346643.0,2346643.0,2025-04-12 00:00:00,1.Compra e venda,145,RESIDÊNCIA,100.0,ABR-2025,100
VL STO ANTONIO,4810050.0,620000.0,623812.0,623812.0,623812.0,2025-04-12 00:00:00,1.Compra e venda,120,RESIDÊNCIA,100.0,ABR-2025,100
CIDADE SATELITE,8330430.0,300000.0,139705.0,139705.0,300000.0,2025-04-02 00:00:00,1.Compra e venda,73,RESIDÊNCIA,100.0,ABR-2025,0
RESID SAN PIETRO,3807310.0,330000.0,199846.0,199846.0,330000.0,2025-04-15 00:00:00,1.Compra e venda,78,RESIDÊNCIA,100.0,ABR-2025,0
,5627020.0,750000.0,339160.0,339160.0,750000.0,2025-04-14 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,ABR-2025,100
,5835003.0,271400.0,1102485.0,110.2485,271400.0,2025-04-11 00:00:00,1.Compra e venda,300,RESIDÊNCIA,0.01,ABR-2025,300
SAUDE,4054000.0,405042.0,2121228.0,7848.5436,405042.0,2025-04-14 00:00:00,1.Compra e venda,220,RESIDÊNCIA,0.37,ABR-2025,200
,3065010.0,280000.0,165265.0,165265.0,280000.0,2025-03-31 00:00:00,1.Compra e venda,50,RESIDÊNCIA,100.0,ABR-2025,0
JARDIM DAS ACACIAS,4707040.0,291000.0,1818120.0,4727.112,291000.0,2025-04-09 00:00:00,1.Compra e venda,250,RESIDÊNCIA,0.26,ABR-2025,200
JD N S CARMO,8275350.0,300000.0,218651.0,218651.0,300000.0,2025-04-18 00:00:00,1.Compra e venda,80,RESIDÊNCIA,100.0,ABR-2025,0
,3663010.0,330000.0,337598.0,337598.0,337598.0,2025-04-02 00:00:00,1.Compra e venda,110,RESIDÊNCIA,100.0,ABR-2025,100
VL MONTEVIDEO,3624070.0,585000.0,457641.0,457641.0,585000.0,2025-04-15 00:00:00,1.Compra e venda,136,RESIDÊNCIA,100.0,ABR-2025,100
FREG DO O,2927010.0,455000.0,210356.0,210356.0,455000.0,2025-04-08 00:00:00,1.Compra e venda,120,RESIDÊNCIA,100.0,ABR-2025,100
ALTO DA BOA VISTA,4735002.0,2500000.0,1412051.0,1412051.0,2500000.0,2025-04-04 00:00:00,1.Compra e venda,251,RESIDÊNCIA,100.0,ABR-2025,200
,4170040.0,350000.0,175339.0,175339.0,350000.0,2025-04-15 00:00:00,1.Compra e venda,94,RESIDÊNCIA,100.0,ABR-2025,0
,4082040.0,1080000.0,1174805.0,1174805.0,1174805.0,2025-04-16 00:00:00,1.Compra e venda,227,RESIDÊNCIA,100.0,ABR-2025,200
VL MADALENA,5451000.0,3100000.0,1233038.0,1233038.0,3100000.0,2025-03-31 00:00:00,1.Compra e venda,175,RESIDÊNCIA,100.0,ABR-2025,100
VL GUILHERMINA,3545020.0,280000.0,493918.0,1580.5376,280000.0,2025-04-10 00:00:00,1.Compra e venda,33,RESIDÊNCIA,0.32,ABR-2025,0
VL GODINHO,5379020.0,530000.0,685688.0,685688.0,685688.0,2025-04-14 00:00:00,1.Compra e venda,197,RESIDÊNCIA,100.0,ABR-2025,100
,3139040.0,320000.0,884023.0,618.8161,320000.0,2025-04-04 00:00:00,1.Compra e venda,242,RESIDÊNCIA,0.07,ABR-2025,200
VILA GUARANI,4317000.0,790000.0,810538.0,810538.0,810538.0,2025-04-09 00:00:00,1.Compra e venda,172,RESIDÊNCIA,100.0,ABR-2025,100
PIRITUBA,2935080.0,220000.0,389682.0,129881.0106,220000.0,2025-04-14 00:00:00,1.Compra e venda,137,RESIDÊNCIA,33.33,ABR-2025,100
,3208020.0,462000.0,264050.0,264050.0,462000.0,2025-04-14 00:00:00,1.Compra e venda,63,RESIDÊNCIA,100.0,ABR-2025,0
RES VILA ANDORINHAS,4649030.0,1950000.0,1285175.0,1285175.0,1950000.0,2025-04-14 00:00:00,1.Compra e venda,294,RESIDÊNCIA,100.0,ABR-2025,200
IPIRANGA,4280000.0,345979.69,951846.0,1332.5844,345979.69,2025-04-01 00:00:00,1.Compra e venda,193,RESIDÊNCIA,0.14,ABR-2025,100
,3081030.0,1125000.0,785095.0,785095.0,1125000.0,2025-04-14 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,ABR-2025,100
,4125200.0,318000.0,762197.0,1067.0758,318000.0,2025-03-19 00:00:00,1.Compra e venda,232,RESIDÊNCIA,0.14,ABR-2025,200
,4125200.0,318000.0,762197.0,1067.0758,318000.0,2025-03-31 00:00:00,1.Compra e venda,232,RESIDÊNCIA,0.14,ABR-2025,200
TATUAPE,3310020.0,550000.0,0.0,0.0,550000.0,2025-04-17 00:00:00,1.Compra e venda,250,RESIDÊNCIA,100.0,ABR-2025,200
VL MEDEIROS/TUCURUVI,2217000.0,100000.0,649022.0,92680.3416,100000.0,2025-04-21 00:00:00,1.Compra e venda,201,RESIDÊNCIA,14.28,ABR-2025,200
,3524040.0,570000.0,702323.0,702323.0,702323.0,2025-03-28 00:00:00,1.Compra e venda,263,RESIDÊNCIA,100.0,ABR-2025,200
,4658241.0,530000.0,464562.0,464562.0,530000.0,2025-04-07 00:00:00,1.Compra e venda,147,RESIDÊNCIA,100.0,ABR-2025,100
VILA POMPEIA,5023000.0,273125.0,3072078.0,7680.195,273125.0,2025-04-17 00:00:00,1.Compra e venda,320,RESIDÊNCIA,0.25,ABR-2025,300
,3358060.0,600000.0,948582.0,948582.0,948582.0,2025-04-14 00:00:00,1.Compra e venda,226,RESIDÊNCIA,100.0,ABR-2025,200
,4622000.0,1830000.0,2352850.0,2352850.0,2352850.0,2025-04-16 00:00:00,1.Compra e venda,213,RESIDÊNCIA,100.0,ABR-2025,200
,8310300.0,415000.0,239163.0,239163.0,415000.0,2025-04-11 00:00:00,1.Compra e venda,96,RESIDÊNCIA,100.0,ABR-2025,0
JARDIM PAULISTA,4001084.0,635833.33,658416.0,219450.0528,635833.33,2025-04-16 00:00:00,1.Compra e venda,130,RESIDÊNCIA,33.33,ABR-2025,100
JD AURELIA,4118030.0,251609.84,1624826.0,2112.2738,251609.84,2025-04-09 00:00:00,1.Compra e venda,195,RESIDÊNCIA,0.13,ABR-2025,100
,3106060.0,1595000.0,1291170.0,1291170.0,1595000.0,2025-04-14 00:00:00,1.Compra e venda,400,RESIDÊNCIA,100.0,ABR-2025,400
,3758020.0,450000.0,556916.0,556916.0,556916.0,2025-04-14 00:00:00,1.Compra e venda,140,RESIDÊNCIA,100.0,ABR-2025,100
,3343000.0,1620000.0,2033152.0,2033152.0,2033152.0,2025-04-15 00:00:00,1.Compra e venda,350,RESIDÊNCIA,100.0,ABR-2025,300
,4387270.0,306000.0,305801.0,305801.0,306000.0,2025-04-15 00:00:00,1.Compra e venda,101,RESIDÊNCIA,100.0,ABR-2025,100
,4544120.0,1145000.0,991978.0,991978.0,1145000.0,2025-04-10 00:00:00,1.Compra e venda,115,RESIDÊNCIA,100.0,ABR-2025,100
VL ZAT,2975000.0,110000.0,276010.0,138005.0,138005.0,2025-04-15 00:00:00,1.Compra e venda,72,RESIDÊNCIA,50.0,ABR-2025,0
BUTANTA,5362040.0,990000.0,872428.0,872428.0,990000.0,2025-04-04 00:00:00,1.Compra e venda,190,RESIDÊNCIA,100.0,ABR-2025,100
PQE FERNANDA,5889380.0,3542.48,0.0,0.0,0.0,2025-03-07 00:00:00,1.Compra e venda,153,RESIDÊNCIA,80.0,ABR-2025,100
CAPELA DO SOCORRO,4760020.0,260000.0,191571.0,167624.625,260000.0,2025-04-14 00:00:00,1.Compra e venda,102,RESIDÊNCIA,87.5,ABR-2025,100
VILA GUMERCINDO,4130100.0,280000.0,234262.0,234262.0,280000.0,2025-04-21 00:00:00,1.Compra e venda,55,RESIDÊNCIA,100.0,ABR-2025,0
TSUTANI,5791040.0,543000.0,543356.0,543356.0,543356.0,2025-04-14 00:00:00,1.Compra e venda,160,RESIDÊNCIA,100.0,ABR-2025,100
STO AMARO,4649000.0,215008.8,1813495.0,18134.95,215008.8,2025-04-21 00:00:00,1.Compra e venda,286,RESIDÊNCIA,1.0,ABR-2025,200
D MACEDONIA,5894440.0,250000.0,243315.0,243315.0,250000.0,2025-04-16 00:00:00,1.Compra e venda,96,RESIDÊNCIA,100.0,ABR-2025,0
,3430020.0,325000.0,1093454.0,36630.709,325000.0,2025-04-14 00:00:00,1.Compra e venda,195,RESIDÊNCIA,3.35,ABR-2025,100
VILA ANTONIETA,3475015.0,309000.0,181419.0,181419.0,309000.0,2025-04-15 00:00:00,1.Compra e venda,65,RESIDÊNCIA,100.0,ABR-2025,0
,1443000.0,1150000.0,2364321.0,1182160.5,1182160.5,2025-04-16 00:00:00,1.Compra e venda,170,RESIDÊNCIA,50.0,ABR-2025,100
JACANA,2316000.0,388000.0,657766.0,2236.4044,388000.0,2025-04-08 00:00:00,1.Compra e venda,175,RESIDÊNCIA,0.34,ABR-2025,100
CIDADE DUTRA,4805230.0,460000.0,298756.0,298756.0,460000.0,2025-04-14 00:00:00,1.Compra e venda,70,RESIDÊNCIA,100.0,ABR-2025,0
VL OLIMPIA,4552030.0,4500000.0,2845906.0,2845906.0,4500000.0,2025-04-14 00:00:00,1.Compra e venda,181,RESIDÊNCIA,100.0,ABR-2025,100
,8215000.0,750000.0,553829.0,553829.0,750000.0,2025-04-14 00:00:00,1.Compra e venda,170,RESIDÊNCIA,100.0,ABR-2025,100
,3430020.0,320000.0,1093454.0,38708.2716,320000.0,2025-04-14 00:00:00,1.Compra e venda,195,RESIDÊNCIA,3.54,ABR-2025,100
TUBA,5138200.0,450000.0,402173.0,402173.0,450000.0,2025-04-08 00:00:00,1.Compra e venda,115,RESIDÊNCIA,100.0,ABR-2025,100
VL PREL,5780260.0,562500.0,140149.0,140149.0,562500.0,2025-03-31 00:00:00,1.Compra e venda,70,RESIDÊNCIA,100.0,ABR-2025,0
,5170240.0,350000.0,349219.0,349219.0,350000.0,2025-04-17 00:00:00,1.Compra e venda,80,RESIDÊNCIA,100.0,ABR-2025,0
,4702000.0,267992.5,1632425.0,25302.5875,267992.5,2025-04-17 00:00:00,1.Compra e venda,200,RESIDÊNCIA,1.55,ABR-2025,200
VILA MORSE,5624100.0,66429.1,664291.0,66429.1,66429.1,2025-04-21 00:00:00,1.Compra e venda,179,RESIDÊNCIA,10.0,ABR-2025,100
,8041630.0,250000.0,262706.0,262706.0,262706.0,2025-04-15 00:00:00,1.Compra e venda,90,RESIDÊNCIA,100.0,ABR-2025,0
JD INTERGUARAPIRANGA,4783150.0,1080000.0,908635.0,908635.0,1080000.0,2025-04-16 00:00:00,1.Compra e venda,291,RESIDÊNCIA,100.0,ABR-2025,200
VILA MORSE,5624100.0,69144.9,691449.0,69144.9,69144.9,2025-04-21 00:00:00,1.Compra e venda,194,RESIDÊNCIA,10.0,ABR-2025,100
AGUA FUNDA,4156090.0,176400.0,255632.0,178942.4,178942.4,2025-04-15 00:00:00,1.Compra e venda,90,RESIDÊNCIA,70.0,ABR-2025,0
,5519010.0,426368.0,426368.0,426368.0,426368.0,2025-04-21 00:00:00,1.Compra e venda,110,RESIDÊNCIA,100.0,ABR-2025,100
JD MARIA ESTELA,4176150.0,325000.0,222256.0,222256.0,325000.0,2025-04-21 00:00:00,1.Compra e venda,120,RESIDÊNCIA,100.0,ABR-2025,100
VILA MAZZEI,2316040.0,630000.0,498635.0,498635.0,630000.0,2025-04-14 00:00:00,1.Compra e venda,160,RESIDÊNCIA,100.0,ABR-2025,100
,4546002.0,335702.41,1840735.0,184.0735,335702.41,2025-04-14 00:00:00,1.Compra e venda,250,RESIDÊNCIA,0.01,ABR-2025,200
PARAISOPOLIS,5659020.0,650000.0,1359690.0,1359690.0,1359690.0,2025-04-15 00:00:00,1.Compra e venda,354,RESIDÊNCIA,100.0,ABR-2025,300
,2410080.0,500000.0,503548.0,503548.0,503548.0,2025-04-16 00:00:00,1.Compra e venda,169,RESIDÊNCIA,100.0,ABR-2025,100
VILA MATILDE,3513010.0,300000.0,317583.0,317583.0,317583.0,2025-04-19 00:00:00,1.Compra e venda,50,RESIDÊNCIA,100.0,ABR-2025,0
VILA POMPEIA,5010040.0,1524700.0,2045469.0,1615920.51,1615920.51,2025-04-14 00:00:00,1.Compra e venda,240,RESIDÊNCIA,79.0,ABR-2025,200
VILA POMPEIA,5010040.0,405300.0,2045469.0,429548.49,429548.49,2025-04-14 00:00:00,1.Compra e venda,240,RESIDÊNCIA,21.0,ABR-2025,200
MOEMA,4077010.0,550000.0,731858.0,731858.0,731858.0,2025-04-15 00:00:00,1.Compra e venda,90,RESIDÊNCIA,100.0,ABR-2025,0
VILA MARIANA,4011032.0,940000.0,1426858.0,1426858.0,1426858.0,2025-04-21 00:00:00,1.Compra e venda,130,RESIDÊNCIA,100.0,ABR-2025,100
JD BARRO BRANCO II,8473582.0,84000.0,101386.0,101386.0,101386.0,2025-04-15 00:00:00,1.Compra e venda,61,RESIDÊNCIA,100.0,ABR-2025,0
,4546002.0,350773.46,1840735.0,184.0735,350773.46,2025-04-14 00:00:00,1.Compra e venda,250,RESIDÊNCIA,0.01,ABR-2025,200
PRQ NOVO MUNDO,2190060.0,900000.0,551737.0,551737.0,900000.0,2025-04-11 00:00:00,1.Compra e venda,160,RESIDÊNCIA,100.0,ABR-2025,100
BOM RETIRO,1121020.0,360000.0,650472.0,650472.0,650472.0,2025-04-17 00:00:00,1.Compra e venda,240,RESIDÊNCIA,100.0,ABR-2025,200
,4317250.0,1150000.0,1229930.0,1229930.0,1229930.0,2025-04-17 00:00:00,1.Compra e venda,90,RESIDÊNCIA,100.0,ABR-2025,0
TATUAPE,3407100.0,112500.0,1027335.0,128416.875,128416.88,2025-04-14 00:00:00,1.Compra e venda,132,RESIDÊNCIA,12.5,ABR-2025,100
QD F,4870295.0,78423.99,562000.0,110320.6,110320.6,2025-04-15 00:00:00,1.Compra e venda,80,RESIDÊNCIA,19.63,ABR-2025,0
,3377010.0,380000.0,252518.0,252518.0,380000.0,2025-04-09 00:00:00,1.Compra e venda,85,RESIDÊNCIA,100.0,ABR-2025,0
,5727230.0,695000.0,632787.0,632787.0,695000.0,2025-04-11 00:00:00,1.Compra e venda,179,RESIDÊNCIA,100.0,ABR-2025,100
SAO MATEUS,8331160.0,157000.0,189714.0,142285.5,157000.0,2025-04-15 00:00:00,1.Compra e venda,83,RESIDÊNCIA,75.0,ABR-2025,0
QD F,4870295.0,85764.49,562000.0,120661.4,120661.4,2025-04-15 00:00:00,1.Compra e venda,80,RESIDÊNCIA,21.47,ABR-2025,0
,4375050.0,230197.0,230197.0,230197.0,230197.0,2025-04-17 00:00:00,1.Compra e venda,106,RESIDÊNCIA,100.0,ABR-2025,100
JD JABAQUARA,4404130.0,460000.0,518948.0,518948.0,518948.0,2025-04-16 00:00:00,1.Compra e venda,146,RESIDÊNCIA,100.0,ABR-2025,100
STO AMARO,4870290.0,78423.99,160471.0,160471.0,160471.0,2025-04-15 00:00:00,1.Compra e venda,70,RESIDÊNCIA,100.0,ABR-2025,0
ALTO DA MOOCA,3128070.0,845908.2,1013427.0,101.3427,845908.2,2025-04-08 00:00:00,1.Compra e venda,138,RESIDÊNCIA,0.01,ABR-2025,100
MOINHO VELHO DA LAPA,2932000.0,630000.0,770810.0,770810.0,770810.0,2025-04-16 00:00:00,1.Compra e venda,216,RESIDÊNCIA,100.0,ABR-2025,200
,3316000.0,41807.23,421460.0,42146.0,42146.0,2025-04-16 00:00:00,1.Compra e venda,100,RESIDÊNCIA,10.0,ABR-2025,100
,8031190.0,335860.0,335860.0,335860.0,335860.0,2025-04-14 00:00:00,1.Compra e venda,130,RESIDÊNCIA,100.0,ABR-2025,100
,4306020.0,685000.0,246924.0,246924.0,685000.0,2025-04-21 00:00:00,1.Compra e venda,111,RESIDÊNCIA,100.0,ABR-2025,100
AMERICANOPOLIS,4409020.0,100580.0,100573.0,100573.0,100580.0,2025-04-17 00:00:00,1.Compra e venda,69,RESIDÊNCIA,100.0,ABR-2025,0
BOACAVA,5469000.0,3450000.0,3417581.0,3417581.0,3450000.0,2025-04-15 00:00:00,1.Compra e venda,426,RESIDÊNCIA,100.0,ABR-2025,400
JD DAS OLIVEIRAS,8111510.0,75000.0,219997.0,219997.0,219997.0,2025-04-15 00:00:00,1.Compra e venda,80,RESIDÊNCIA,100.0,ABR-2025,0
,4053043.0,520000.0,476793.0,476793.0,520000.0,2025-04-14 00:00:00,1.Compra e venda,120,RESIDÊNCIA,100.0,ABR-2025,100
,2037020.0,820000.0,435302.0,435302.0,820000.0,2025-04-15 00:00:00,1.Compra e venda,120,RESIDÊNCIA,100.0,ABR-2025,100
JARDIM DAS ACACIAS,4707040.0,355000.0,1818120.0,20726.568,355000.0,2025-04-16 00:00:00,1.Compra e venda,250,RESIDÊNCIA,1.14,ABR-2025,200
,2307250.0,180000.0,431734.0,21586.7,180000.0,2025-04-21 00:00:00,1.Compra e venda,100,RESIDÊNCIA,5.0,ABR-2025,100
,2190120.0,250086.89,7226119.0,14452.238,250086.89,2025-04-08 00:00:00,1.Compra e venda,354,RESIDÊNCIA,0.2,ABR-2025,300
VILA MARIETA,2374100.0,390000.0,366156.0,366156.0,390000.0,2025-04-11 00:00:00,1.Compra e venda,135,RESIDÊNCIA,100.0,ABR-2025,100
VL ROBERTINA,3807020.0,350000.0,132269.0,132269.0,350000.0,2025-04-03 00:00:00,1.Compra e venda,37,RESIDÊNCIA,100.0,ABR-2025,0
VILA REGENTE FEIJO,3345001.0,370000.0,367571.0,367571.0,370000.0,2025-04-17 00:00:00,1.Compra e venda,104,RESIDÊNCIA,100.0,ABR-2025,100
,5619010.0,830000.0,516222.0,516222.0,830000.0,2025-04-18 00:00:00,1.Compra e venda,121,RESIDÊNCIA,100.0,ABR-2025,100
JD MORUMBI,5655000.0,2658135.0,2658135.0,2658135.0,2658135.0,2025-04-17 00:00:00,1.Compra e venda,407,RESIDÊNCIA,100.0,ABR-2025,400
JD HELENA,8090620.0,35361.45,211369.0,211369.0,211369.0,2025-04-17 00:00:00,1.Compra e venda,120,RESIDÊNCIA,100.0,ABR-2025,100
,3972000.0,383460.0,383460.0,383460.0,383460.0,2025-04-15 00:00:00,1.Compra e venda,90,RESIDÊNCIA,100.0,ABR-2025,0
,5103010.0,480000.0,308376.0,308376.0,480000.0,2025-04-14 00:00:00,1.Compra e venda,75,RESIDÊNCIA,100.0,ABR-2025,0
JD MONTE KEMEL,5635030.0,2900.51,0.0,0.0,0.0,2025-02-26 00:00:00,1.Compra e venda,96,RESIDÊNCIA,100.0,ABR-2025,0
VL NOVA MANCHESTER,3446040.0,585000.0,648236.0,648236.0,648236.0,2025-04-14 00:00:00,1.Compra e venda,155,RESIDÊNCIA,100.0,ABR-2025,100
JD MATARAZZO,3813003.0,310000.0,382620.0,382620.0,382620.0,2025-04-17 00:00:00,1.Compra e venda,245,RESIDÊNCIA,100.0,ABR-2025,200
MOOCA,3171060.0,650000.0,769275.0,769275.0,769275.0,2025-04-15 00:00:00,1.Compra e venda,160,RESIDÊNCIA,100.0,ABR-2025,100
GUAIANAZES,8411090.0,326000.0,1129059.0,7000.1658,326000.0,2025-04-08 00:00:00,1.Compra e venda,80,RESIDÊNCIA,0.62,ABR-2025,0
JD AURELIA,4118030.0,251925.83,1624826.0,2112.2738,251925.83,2025-04-07 00:00:00,1.Compra e venda,195,RESIDÊNCIA,0.13,ABR-2025,100
,5835003.0,339900.0,1102485.0,3197.2065,339900.0,2025-04-08 00:00:00,1.Compra e venda,300,RESIDÊNCIA,0.29,ABR-2025,300
GUAIANAZES,8411090.0,264000.0,1129059.0,6887.2599,264000.0,2025-04-08 00:00:00,1.Compra e venda,80,RESIDÊNCIA,0.61,ABR-2025,0
ITAQUERA,8295430.0,10134.88,0.0,0.0,0.0,2025-02-27 00:00:00,1.Compra e venda,148,RESIDÊNCIA,100.0,ABR-2025,100
GUAIANAZES,8411090.0,264000.0,1129059.0,6209.8245,264000.0,2025-04-11 00:00:00,1.Compra e venda,80,RESIDÊNCIA,0.55,ABR-2025,0
COND VILLAGE CANCUN,5596020.0,480000.0,452668.0,452668.0,480000.0,2025-04-03 00:00:00,1.Compra e venda,141,RESIDÊNCIA,100.0,ABR-2025,100
GUAIANAZES,8411090.0,264000.0,1129059.0,6209.8245,264000.0,2025-04-08 00:00:00,1.Compra e venda,80,RESIDÊNCIA,0.55,ABR-2025,0
GUAIANAZES,8411090.0,335000.0,1129059.0,7790.5071,335000.0,2025-04-11 00:00:00,1.Compra e venda,80,RESIDÊNCIA,0.69,ABR-2025,0
,4634011.0,950000.0,1661745.0,1661745.0,1661745.0,2025-04-15 00:00:00,1.Compra e venda,307,RESIDÊNCIA,100.0,ABR-2025,300
MOOCA,3122030.0,850000.0,1433678.0,716839.0,850000.0,2025-03-21 00:00:00,1.Compra e venda,240,RESIDÊNCIA,50.0,ABR-2025,200
JD. AEROPORTO,4631000.0,530000.0,581179.0,581179.0,581179.0,2025-04-10 00:00:00,1.Compra e venda,138,RESIDÊNCIA,100.0,ABR-2025,100
VL FORMOSA,3357040.0,3250000.0,1243747.0,1243747.0,3250000.0,2025-04-16 00:00:00,1.Compra e venda,182,RESIDÊNCIA,100.0,ABR-2025,100
VL PRUDENTE,3270020.0,648057.0,648057.0,648057.0,648057.0,2025-04-18 00:00:00,1.Compra e venda,192,RESIDÊNCIA,100.0,ABR-2025,100
JD S JUDAS TADEU,5861400.0,420000.0,216771.0,216771.0,420000.0,2025-04-11 00:00:00,1.Compra e venda,146,RESIDÊNCIA,100.0,ABR-2025,100
PIRITUBA,5171010.0,430000.0,184518.0,184518.0,430000.0,2025-04-14 00:00:00,1.Compra e venda,88,RESIDÊNCIA,100.0,ABR-2025,0
JARDIM CONSORCIO,4436110.0,440000.0,373460.0,373460.0,440000.0,2025-04-04 00:00:00,1.Compra e venda,149,RESIDÊNCIA,100.0,ABR-2025,100
VL STA CATARINA,4376110.0,700000.0,684718.0,684718.0,700000.0,2025-04-17 00:00:00,1.Compra e venda,230,RESIDÊNCIA,100.0,ABR-2025,200
,5798030.0,500000.0,136665.0,136665.0,500000.0,2025-02-26 00:00:00,1.Compra e venda,70,RESIDÊNCIA,100.0,ABR-2025,0
,3580000.0,630000.0,378588.0,378588.0,630000.0,2025-04-10 00:00:00,1.Compra e venda,127,RESIDÊNCIA,100.0,ABR-2025,100
VL CARMOSINA,8290005.0,350000.0,265520.0,265520.0,350000.0,2025-04-15 00:00:00,1.Compra e venda,80,RESIDÊNCIA,100.0,ABR-2025,0
JD R PIRANI,8330245.0,600000.0,585903.0,585903.0,600000.0,2025-04-07 00:00:00,1.Compra e venda,194,RESIDÊNCIA,100.0,ABR-2025,100
REI,2883050.0,243520.72,1911186.0,19111.86,243520.72,2025-04-07 00:00:00,1.Compra e venda,60,RESIDÊNCIA,1.0,ABR-2025,0
,2115001.0,290000.0,292136.0,292136.0,292136.0,2025-04-22 00:00:00,1.Compra e venda,95,RESIDÊNCIA,100.0,ABR-2025,0
JARDIM AMERICA,1440050.0,3100000.0,1510442.0,1510442.0,3100000.0,2025-04-15 00:00:00,1.Compra e venda,139,RESIDÊNCIA,100.0,ABR-2025,100
,4040002.0,409272.18,2860724.0,9154.3168,409272.18,2025-04-22 00:00:00,1.Compra e venda,244,RESIDÊNCIA,0.32,ABR-2025,200
,4261100.0,1100000.0,928047.0,928047.0,1100000.0,2025-04-15 00:00:00,1.Compra e venda,240,RESIDÊNCIA,100.0,ABR-2025,200
ELIA,4118030.0,1350000.0,2271139.0,227.1139,1350000.0,2025-04-17 00:00:00,1.Compra e venda,244,RESIDÊNCIA,0.01,ABR-2025,200
,4708040.0,992080.0,1140708.0,8213.0976,992080.0,2025-04-11 00:00:00,1.Compra e venda,130,RESIDÊNCIA,0.72,ABR-2025,100
